Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,raw_player_name,player_name,npb_left_marker,normalized_player_name,source_league,npb_league,team_code,team_name,level,stat_type,source_url,source_confidence,ops,iso,bb_pct,so_pct,hr_per_pa,sb_attempts,sb_success_pct,run_kill_proxy,regular_playing_time_flag,Pitcher,W,L,SV,HLD,CG,SHO,NWG,PCT,BF,IP,HB,WP,BK,ER,ERA,ip_float,whip_calc,k_pct,k_minus_bb_pct,k_per_9,bb_per_9,hr_per_9,starter_workload_proxy,traffic_command_proxy
"Yokoyama, Rikuto",29,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Yokoyama, Rikuto","Yokoyama, Rikuto",False,rikuto yokoyama,NPB,PL,m,Chiba Lotte Marines,npb_first_team,batting,https://npb.jp/bis/eng/2026/stats/idb1_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,5,7,,,0,,,,,,,1,0,0.0,0,,,,,"Azuma, Yusuke","Azuma, Yusuke",False,yusuke azuma,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.07142857142857142,,,,,,,"Azuma, Yusuke",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,9.0,2.0,4.0,0.0,-0.07142857142857142,0.0,4.5,0.0,False,False
,4,,,10,13,,,3,,,,,,,2,0,0.0,3,,,,,"Hirohata, Atsuya","Hirohata, Atsuya",False,atsuya hirohata,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.047619047619047616,,,,,,,"Hirohata, Atsuya",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,8.0,2.0,0.0,0.0,8.0,9.0,8.0,1.875,0.07142857142857142,0.023809523809523808,3.375,2.25,3.375,False,False
,10,,,22,47,,,3,,,,,,,11,1,0.0,40,,,,,"Hiroike, Koshiro","Hiroike, Koshiro",False,koshiro hiroike,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.04932735426008968,,,,,,,"Hiroike, Koshiro",2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,223.0,54.0,6.0,0.0,0.0,19.0,3.17,54.0,1.0740740740740742,0.17937219730941703,0.13004484304932734,6.666666666666667,1.8333333333333333,0.5,True,True
,11,,,27,52,,,6,,,,,,,27,0,0.0,69,,,,,"Jackson, Andre","Jackson, Andre",False,andre jackson,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.09574468085106383,,,,,,,"Jackson, Andre",4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.444,282.0,68.2,5.0,4.0,1.0,26.0,3.41,68.66666666666667,1.1504854368932038,0.24468085106382978,0.14893617021276595,9.04368932038835,3.53883495145631,0.7864077669902912,True,False
,1,,,4,5,,,3,,,,,,,1,0,0.0,4,,,,,"Karakawa, Yuki","Karakawa, Yuki",False,yuki karakawa,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.047619047619047616,,,,,,,"Karakawa, Yuki",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,4.0,7.2,5.0,1.2,0.19047619047619047,0.14285714285714285,7.2,1.8,5.4,False,True
,1,,,1,4,,,0,,,,,,,0,0,0.0,5,,,,,"Kawamura, Tokito","Kawamura, Tokito",False,tokito kawamura,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.0,,,,,,,"Kawamura, Tokito",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,1.0,1.5,6.0,0.6666666666666666,0.22727272727272727,0.22727272727272727,7.5,0.0,0.0,False,True
,2,,,2,4,,,1,,,,,,,2,0,0.0,0,,,,,"Kikuchi, Riku","Kikuchi, Riku",False,riku kikuchi,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.14285714285714285,,,,,,,"Kikuchi, Riku",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,0.0,-0.14285714285714285,0.0,6.0,3.0,False,False
,3,,,11,14,,,3,,,,,,,7,0,0.0,11,,,,,"Kimura, Yuto","Kimura, Yuto",False,yuto kimura,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.10294117647058823,,,,,,,"Kimura, Yuto",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,16.0,0.0,1.0,0.0,10.0,5.63,16.0,1.3125,0.16176470588235295,0.05882352941176472,6.1875,3.9375,1.6875,False,False
,17,,,15,27,,,3,,,,,,,8,0,7.0,21,,,,,"*Long, Sam","Long, Sam",True,sam long,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.06896551724137931,,,,,,,"*Long, Sam",0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,116.0,27.2,1.0,0.0,0.0,13.0,4.23,27.666666666666668,1.2650602409638554,0.1810344827586207,0.11206896551724138,6.831325301204819,2.602409638554217,0.9759036144578312,False,False
,16,,,8,16,,,2,,,,,,,6,0,1.0,13,,,,,"Masuda, Naoya","Masuda, Naoya",False,naoya masuda,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.08333333333333333,,,,,,,"Masuda, Naoya",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,17.0,1.0,0.0,0.0,8.0,4.24,17.0,1.2941176470588236,0.18055555555555555,0.09722222222222222,6.882352941176471,3.176470588235294,1.0588235294117647,False,False
,4,,,4,6,,,1,,,,,,,1,0,0.0,4,,,,,"*Miyazaki, Hayato","Miyazaki, Hayato",True,hayato miyazaki,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.041666666666666664,,,,,,,"*Miyazaki, Hayato",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,2.0,1.0,0.0,4.0,7.2,5.0,1.4,0.16666666666666666,0.125,7.2,1.8,1.8,False,False
,10,,,29,49,,,7,,,,,,,18,0,0.0,31,,,,,"*Mouri, Kaito","Mouri, Kaito",True,kaito mouri,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.0861244019138756,,,,,,,"*Mouri, Kaito",2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,209.0,48.0,0.0,1.0,0.0,28.0,5.25,48.0,1.3958333333333333,0.14832535885167464,0.062200956937799035,5.8125,3.375,1.3125,True,False
,14,,,1,10,,,0,,,,,,,2,0,8.0,11,,,,,"Nakamori, Shunsuke","Nakamori, Shunsuke",False,shunsuke nakamori,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.037037037037037035,,,,,,,"Nakamori, Shunsuke",1.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,54.0,14.0,0.0,0.0,0.0,1.0,0.64,14.0,0.8571428571428571,0.2037037037037037,0.16666666666666666,7.071428571428571,1.2857142857142858,0.0,False,True
,6,,,19,37,,,5,,,,,,,7,0,0.0,18,,,,,"Nishino, Yuji","Nishino, Yuji",False,yuji nishino,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.04861111111111111,,,,,,,"Nishino, Yuji",1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.333,144.0,34.2,0.0,0.0,0.0,17.0,4.41,34.666666666666664,1.2692307692307694,0.125,0.0763888888888889,4.673076923076923,1.8173076923076925,1.2980769230769231,True,False
,7,,,15,34,,,3,,,,,,,12,0,0.0,32,,,,,"*Ojima, Kazuya","Ojima, Kazuya",True,kazuya ojima,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.06818181818181818,,,,,,,"*Ojima, Kazuya",2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.333,176.0,42.0,3.0,2.0,0.0,12.0,2.57,42.0,1.0952380952380953,0.18181818181818182,0.11363636363636365,6.857142857142857,2.5714285714285716,0.6428571428571429,True,True
,14,,,2,11,,,0,,,,,,,4,0,4.0,16,,,,,"Ono, Fumiya","Ono, Fumiya",False,fumiya ono,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.06451612903225806,,,,,,,"Ono, Fumiya",1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,62.0,16.0,1.0,1.0,0.0,2.0,1.13,16.0,0.9375,0.25806451612903225,0.1935483870967742,9.0,2.25,0.0,False,True
,11,,,6,12,,,1,,,,,,,6,0,3.0,15,,,,,"*Sakamoto, Koshiro","Sakamoto, Koshiro",True,koshiro sakamoto,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.10714285714285714,,,,,,,"*Sakamoto, Koshiro",2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.667,56.0,12.2,0.0,0.0,0.0,5.0,3.55,12.666666666666666,1.4210526315789473,0.26785714285714285,0.1607142857142857,10.657894736842106,4.2631578947368425,0.7105263157894737,False,False
,24,,,5,16,,,2,,,,,,,4,0,12.0,20,,,,,"Sawada, Keisuke","Sawada, Keisuke",False,keisuke sawada,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.043478260869565216,,,,,,,"Sawada, Keisuke",2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.667,92.0,23.2,0.0,0.0,0.0,5.0,1.9,23.666666666666668,0.8450704225352113,0.21739130434782608,0.17391304347826086,7.605633802816901,1.5211267605633803,0.7605633802816901,False,True
,25,,,5,17,,,3,,,,,,,8,2,20.0,27,,,,,"*Suzuki, Shota","Suzuki, Shota",True,shota suzuki,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.08421052631578947,,,,,,,"*Suzuki, Shota",5.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,95.0,24.0,0.0,0.0,0.0,5.0,1.88,24.0,1.0416666666666667,0.28421052631578947,0.2,10.125,3.0,1.125,False,False
,19,,,11,21,,,3,,,,,,,7,0,5.0,23,,,,,"*Takano, Shuta","Takano, Shuta",True,shuta takano,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.07608695652173914,,,,,,,"*Takano, Shuta",1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.25,92.0,21.0,0.0,1.0,0.0,10.0,4.29,21.0,1.3333333333333333,0.25,0.17391304347826086,9.857142857142858,3.0,1.2857142857142858,False,False
,10,,,29,53,,,6,,,,,,,20,0,0.0,41,,,,,"Tanaka, Haruya","Tanaka, Haruya",False,haruya tanaka,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.0881057268722467,,,,,,,"Tanaka, Haruya",1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.167,227.0,50.1,3.0,0.0,0.0,27.0,4.83,50.333333333333336,1.4503311258278144,0.18061674008810572,0.09251101321585901,7.331125827814569,3.5761589403973506,1.0728476821192052,True,False
,2,,,0,6,,,0,,,,,,,0,0,0.0,7,,,,,"Taneichi, Atsuki","Taneichi, Atsuki",False,atsuki taneichi,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.0,,,,,,,"Taneichi, Atsuki",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.2,0.0,0.0,0.0,0.0,0.0,7.666666666666667,0.7826086956521738,0.25,0.25,8.217391304347826,0.0,0.0,False,True
,18,,,5,17,,,1,,,,,,,7,0,8.0,14,,,,,"Yagi, Akira","Yagi, Akira",False,akira yagi,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.06796116504854369,,,,,,,"Yagi, Akira",5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,103.0,26.2,2.0,0.0,0.0,5.0,1.69,26.666666666666668,0.8999999999999999,0.13592233009708737,0.06796116504854369,4.725,2.3625,0.33749999999999997,False,True
,29,,,6,19,,,2,,,,,,,13,1,5.0,20,,,,,"Yokoyama, Rikuto","Yokoyama, Rikuto",False,rikuto yokoyama,NPB,PL,m,Chiba Lotte Marines,npb_first_team,pitching,https://npb.jp/bis/eng/2026/stats/idp1_m.html,4,,,0.10743801652892562,,,,,,,"Yokoyama, Rikuto",0.0,1.0,21.0,5.0,0.0,0.0,0.0,0.0,121.0,29.0,2.0,0.0,0.0,5.0,1.55,29.0,1.103448275862069,0.1652892561983471,0.05785123966942149,6.206896551724138,4.0344827586206895,0.6206896551724138,False,False
"Acevedo, Stiven",18,57.0,54.0,12,16,5.0,1.0,1,26.0,10.0,2.0,1.0,0.0,0.0,2,0,1.0,8,4.0,0.296,0.481,0.333,"Acevedo, Stiven","Acevedo, Stiven",False,stiven acevedo,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.8140000000000001,0.185,0.03508771929824561,0.14035087719298245,0.017543859649122806,3.0,0.6666666666666666,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Akiyama, Seiun",8,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Akiyama, Seiun","Akiyama, Seiun",True,seiun akiyama,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Azuma, Yusuke",17,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Azuma, Yusuke","Azuma, Yusuke",False,yusuke azuma,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Castillo, Jose",3,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Castillo, Jose","Castillo, Jose",True,jose castillo,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Chatani, Kenta",7,16.0,13.0,3,7,1.0,0.0,0,8.0,1.0,0.0,0.0,0.0,0.0,2,0,1.0,1,0.0,0.538,0.615,0.625,"Chatani, Kenta","Chatani, Kenta",False,kenta chatani,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,1.24,0.07699999999999996,0.125,0.0625,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuji, Hayato",2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Fuji, Hayato","Fuji, Hayato",False,hayato fuji,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Fujioka, Yudai",8,21.0,15.0,2,2,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,4,0.0,0.133,0.133,0.381,"*Fujioka, Yudai","Fujioka, Yudai",True,yudai fujioka,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.514,0.0,0.2857142857142857,0.19047619047619047,0.0,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Fujita, Kazuki",11,29.0,29.0,2,7,0.0,0.0,1,10.0,5.0,0.0,0.0,0.0,0.0,0,0,0.0,5,3.0,0.241,0.345,0.241,"*Fujita, Kazuki","Fujita, Kazuki",True,kazuki fujita,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.586,0.10399999999999998,0.0,0.1724137931034483,0.034482758620689655,0.0,,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Hayasaka, Oto",1,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Hayasaka, Oto","Hayasaka, Oto",False,oto hayasaka,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirohata, Atsuya",6,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Hirohata, Atsuya","Hirohata, Atsuya",False,atsuya hirohata,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Ibaragi, Yuta",2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Ibaragi, Yuta","Ibaragi, Yuta",False,yuta ibaragi,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Ikeda, Raito",18,54.0,50.0,11,18,5.0,2.0,2,33.0,7.0,1.0,1.0,0.0,0.0,3,0,1.0,7,0.0,0.36,0.66,0.407,"Ikeda, Raito","Ikeda, Raito",False,raito ikeda,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,1.067,0.30000000000000004,0.05555555555555555,0.12962962962962962,0.037037037037037035,2.0,0.5,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Inoue, Kouta",25,91.0,81.0,10,24,3.0,0.0,3,36.0,16.0,2.0,3.0,0.0,0.0,9,0,1.0,28,1.0,0.296,0.444,0.374,"Inoue, Kouta","Inoue, Kouta",False,kouta inoue,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.8180000000000001,0.14800000000000002,0.0989010989010989,0.3076923076923077,0.03296703296703297,5.0,0.4,4.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"+Ishigaki, Genki",8,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"+Ishigaki, Genki","+Ishigaki, Genki",False,genki ishigaki,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishigaki, Masami",38,104.0,93.0,12,19,5.0,0.0,0,24.0,8.0,2.0,0.0,1.0,2.0,8,0,0.0,16,0.0,0.204,0.258,0.262,"Ishigaki, Masami","Ishigaki, Masami",False,masami ishigaki,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.52,0.05400000000000002,0.07692307692307693,0.15384615384615385,0.0,2.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishikawa, Shingo",35,101.0,88.0,16,31,6.0,0.0,4,49.0,19.0,0.0,0.0,0.0,2.0,9,0,2.0,12,3.0,0.352,0.557,0.416,"Ishikawa, Shingo","Ishikawa, Shingo",False,shingo ishikawa,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.9730000000000001,0.20500000000000007,0.0891089108910891,0.1188118811881188,0.039603960396039604,0.0,,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishikawa, Shuta",10,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Ishikawa, Shuta","Ishikawa, Shuta",False,shuta ishikawa,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kakunaka, Katsuya",41,80.0,67.0,9,17,2.0,0.0,2,25.0,12.0,0.0,0.0,0.0,2.0,11,0,0.0,12,0.0,0.254,0.373,0.35,"*Kakunaka, Katsuya","Kakunaka, Katsuya",True,katsuya kakunaka,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.723,0.119,0.1375,0.15,0.025,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kaneda, Yuta",19,48.0,43.0,4,10,2.0,0.0,1,15.0,3.0,0.0,0.0,1.0,0.0,4,0,0.0,9,1.0,0.233,0.349,0.298,"*Kaneda, Yuta","Kaneda, Yuta",True,yuta kaneda,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.647,0.11599999999999996,0.08333333333333333,0.1875,0.020833333333333332,0.0,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Karakawa, Yuki",8,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Karakawa, Yuki","Karakawa, Yuki",False,yuki karakawa,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Katsumata, Rui",15,37.0,36.0,1,5,1.0,0.0,0,6.0,2.0,0.0,0.0,0.0,0.0,1,0,0.0,8,3.0,0.139,0.167,0.162,"Katsumata, Rui","Katsumata, Rui",False,rui katsumata,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.329,0.027999999999999997,0.02702702702702703,0.21621621621621623,0.0,0.0,,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Kawamura, Tokito",11,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"Kawamura, Tokito","Kawamura, Tokito",False,tokito kawamura,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kikuchi, Riku",16,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Kikuchi, Riku","Kikuchi, Riku",True,riku kikuchi,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Kimura, Yuto",2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Kimura, Yuto","Kimura, Yuto",True,yuto kimura,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Kohno, Hikaru",14,29.0,26.0,0,2,0.0,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2.0,11,0.0,0.077,0.077,0.172,"Kohno, Hikaru","Kohno, Hikaru",False,hikaru kohno,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.249,0.0,0.034482758620689655,0.3793103448275862,0.0,1.0,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Long, Sam",1,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Long, Sam","Long, Sam",True,sam long,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"Matsuishi, Shinya",41,125.0,107.0,7,21,2.0,0.0,0,23.0,8.0,0.0,1.0,7.0,0.0,11,0,0.0,25,4.0,0.196,0.215,0.271,"Matsuishi, Shinya","Matsuishi, Shinya",False,shinya matsuishi,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.486,0.01899999999999999,0.088,0.2,0.0,1.0,0.0,5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
"Matsukawa, Kou",3,10.0,8.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,2,1.0,0.0,0.0,0.2,"Matsukawa, Kou","Matsukawa, Kou",False,kou matsukawa,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.2,0.0,0.2,0.2,0.0,0.0,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
"*Miyazaki, Hayato",11,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,"*Miyazaki, Hayato","Miyazaki, Hayato",True,hayato miyazaki,NPB,PL,m,Chiba Lotte Marines,npb_farm,batting,https://npb.jp/bis/eng/2026/stats/idb2_m.html,4,0.0,0.0,,,,0.0,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
