season,player_key,player_name,player_name_en,kbo_team,role_model_family,stat_group,player_id,success,failure,source_player_id,milb_stat_group,has_pre_kbo_milb,pre_kbo_milb_rows,pre_kbo_milb_latest_year,pre_kbo_milb_recent_rows,pre_kbo_milb_highest_level_score,pre_kbo_recent_highest_level_score,pre_kbo_aaa_rows,pre_kbo_aa_rows,pre_kbo_milb_pa,pre_kbo_milb_hr,pre_kbo_milb_ops,pre_kbo_milb_obp,pre_kbo_milb_slg,pre_kbo_milb_k_pct,pre_kbo_milb_bb_pct,pre_kbo_milb_ip,pre_kbo_milb_games,pre_kbo_milb_games_started,pre_kbo_milb_k9,pre_kbo_milb_bb9,pre_kbo_milb_hr9,pre_kbo_milb_era,pre_kbo_milb_whip
2025,알렉감보아,알렉 감보아,Alec Gamboa,롯데,pitcher,pitching,687941,1,0,687941,pitching,True,6,2024,3,100.0,100.0,2,1,,,,,,0.19781931464174454,0.12305295950155763,150.0,59.0,15.0,7.62,4.74,0.48,3.480911111111111,1.3457333333333334
2025,애덤올러,애덤 올러,Adam Oller,KIA,pitcher,pitching,670124,1,0,670124,pitching,True,13,2024,6,100.0,100.0,6,0,,,,,,0.23828647925033467,0.10307898259705489,334.0,84.0,60.0,9.592814371257486,4.149700598802395,1.778443113772455,5.928972055888224,1.5153393213572854
2025,엔마누엘데헤수스,엔마누엘 데 헤수스,Enmanuel Jose De Jesus,KT,pitcher,pitching,646241,1,0,646241,pitching,True,12,2023,2,100.0,100.0,1,0,,,,,,0.1686746987951807,0.12530120481927712,92.0,19.0,18.0,6.8478260869565215,5.086956521739131,0.8804347826086957,4.692318840579711,1.6533333333333333
2025,엘리에이저에르난데스,엘리에이저 에르난데스,Elieser Hernández,LG,pitcher,pitching,622694,0,1,622694,pitching,True,23,2024,4,100.0,100.0,2,0,,,,,,0.2948717948717949,0.07692307692307693,38.0,14.0,9.0,10.894736842105264,2.8421052631578947,0.9473684210526315,2.845438596491228,1.1342105263157896
2025,요니치리노스,요니 치리노스,Yonny Chirinos,LG,pitcher,pitching,630023,1,0,630023,pitching,True,16,2024,2,100.0,100.0,2,0,,,,,,0.19499105545617174,0.08050089445438283,130.0,26.0,25.0,7.546153846153846,3.1153846153846154,0.8307692307692308,3.8087179487179488,1.3233846153846154
2025,잭로그,잭 로그,Zach Logue,두산,pitcher,pitching,656657,1,0,656657,pitching,True,13,2024,5,100.0,100.0,4,1,,,,,,0.22063758389261745,0.08305369127516779,281.3333333333333,76.0,47.0,8.41350710900474,3.167061611374408,1.1516587677725119,3.904063981042654,1.2984478672985784
2025,제임스네일,제임스 네일,James Aubrey Naile,KIA,pitcher,pitching,664942,1,0,664942,pitching,True,15,2023,1,100.0,100.0,1,0,,,,,,0.264,0.084,59.0,31.0,3.0,10.067796610169491,3.2033898305084745,0.9152542372881356,3.66,1.37
2025,찰리반즈,찰리 반즈,Charlie Barnes,롯데,pitcher,pitching,656212,0,1,656212,pitching,True,7,2021,0,100.0,100.0,2,1,,,,,,0.19494139420111042,0.08698334361505243,373.6666666666667,77.0,75.0,7.611061552185548,3.3960749330954503,0.6262265834076717,3.7082337198929523,1.3778322925958968
2025,케니로젠버그,케니 로젠버그,Kenny Rosenberg,키움,pitcher,pitching,670046,0,1,670046,pitching,True,14,2024,2,100.0,100.0,2,0,,,,,,0.24115755627009647,0.09003215434083602,215.33333333333334,41.0,41.0,9.404024767801857,3.510835913312693,1.630030959752322,4.553653250773993,1.3975232198142413
2025,코디폰세,코디 폰세,Cody Ponce,한화,pitcher,pitching,664074,1,0,664074,pitching,True,11,2021,0,100.0,100.0,2,5,,,,,,0.2178262846748522,0.06412005457025921,520.3333333333334,164.0,76.0,8.285073670723895,2.438821268417681,0.8129404228058936,3.9102562459961563,1.2378667520819988
2025,콜어빈,콜 어빈,Cole Irvin,두산,pitcher,pitching,608344,1,0,608344,pitching,True,7,2024,2,100.0,100.0,2,0,,,,,,0.14285714285714285,0.061224489795918366,56.0,11.0,11.0,5.625,2.4107142857142856,1.2857142857142858,4.340714285714286,1.3240476190476191
2025,터커데이비드슨,터커 데이비드슨,Tucker Davidson,롯데,pitcher,pitching,656353,0,1,656353,pitching,True,8,2024,1,100.0,100.0,1,0,,,,,,0.20675944333996024,0.09145129224652088,115.66666666666667,32.0,17.0,8.09221902017291,3.579250720461095,1.3227665706051872,3.8900000000000006,1.34
2025,패트릭머피,패트릭 머피,Patrick Murphy,KT,pitcher,pitching,641907,0,1,641907,pitching,True,14,2023,1,100.0,100.0,1,0,,,,,,0.25064599483204136,0.12919896640826872,85.33333333333333,42.0,4.0,10.23046875,5.2734375,0.73828125,3.69,1.56
2025,헤르손가라비토,헤르손 가라비토,Gerson Yeris Garabito,삼성,pitcher,pitching,642520,0,0,642520,pitching,True,12,2024,2,100.0,100.0,1,1,,,,,,0.2530612244897959,0.05714285714285714,59.666666666666664,14.0,11.0,9.35195530726257,2.111731843575419,0.9050279329608939,3.32268156424581,1.0387150837988828
