role_segment,replacement_relevant,split_family,query_si,si_name,bucket_group,split_label,bucket_path,players,pa,ab,r,h,doubles,triples,hr,tb,rbi,bb,hbp,so,gdp,sf,sb,avg,obp,slg,ops,iso,bb_pct,k_pct,hr_per_pa,rbi_per_pa
DH_primary_or_bridge,True,pitcher_type,5,pitcher_type,type,vs_left,type/0/vs_left,1,54,43,8,10,0,0,2,16,10,10,1,12,1,0,0.0,0.23255813953488372,0.3888888888888889,0.37209302325581395,0.7609819121447028,0.13953488372093023,0.18518518518518517,0.2222222222222222,0.037037037037037035,0.18518518518518517
DH_primary_or_bridge,True,pitcher_type,5,pitcher_type,type,vs_left_orthdodx,type/1/vs_left_orthdodx,1,54,43,8,10,0,0,2,16,10,10,1,12,1,0,0.0,0.23255813953488372,0.3888888888888889,0.37209302325581395,0.7609819121447028,0.13953488372093023,0.18518518518518517,0.2222222222222222,0.037037037037037035,0.18518518518518517
DH_primary_or_bridge,True,pitcher_type,5,pitcher_type,type,vs_right,type/0/vs_right,1,165,137,13,24,2,0,6,44,18,26,1,55,2,1,0.0,0.17518248175182483,0.3090909090909091,0.32116788321167883,0.630258792302588,0.145985401459854,0.15757575757575756,0.3333333333333333,0.03636363636363636,0.10909090909090909
DH_primary_or_bridge,True,pitcher_type,5,pitcher_type,type,vs_right_orthdodx,type/1/vs_right_orthdodx,1,162,134,12,22,2,0,5,39,16,26,1,54,2,1,0.0,0.16417910447761194,0.30246913580246915,0.291044776119403,0.5935139119218722,0.12686567164179105,0.16049382716049382,0.3333333333333333,0.030864197530864196,0.09876543209876543
DH_primary_or_bridge,True,pitcher_type,5,pitcher_type,type,vs_right_under,type/1/vs_right_under,1,3,3,1,2,0,0,1,5,2,0,0,1,0,0,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
DH_primary_or_bridge,True,runner_context,3,game_situation,runner,2_out_on_third,runner/12/2_out_on_third,1,17,15,0,2,0,0,0,2,2,2,0,7,0,0,0.0,0.13333333333333333,0.23529411764705882,0.13333333333333333,0.3686274509803922,0.0,0.11764705882352941,0.4117647058823529,0.0,0.11764705882352941
DH_primary_or_bridge,True,runner_context,3,game_situation,runner,lt2_out_on_first,runner/10/lt2_out_on_first,1,45,41,5,11,0,0,3,20,14,4,0,13,3,0,0.0,0.2682926829268293,0.3333333333333333,0.4878048780487805,0.8211382113821137,0.2195121951219512,0.08888888888888889,0.28888888888888886,0.06666666666666667,0.3111111111111111
DH_primary_or_bridge,True,runner_context,3,game_situation,runner,lt2_out_on_third,runner/11/lt2_out_on_third,1,11,8,1,4,0,0,0,4,7,2,0,3,0,1,0.0,0.5,0.5454545454545454,0.5,1.0454545454545454,0.0,0.18181818181818182,0.2727272727272727,0.0,0.6363636363636364
DH_primary_or_bridge,True,runner_context,3,game_situation,runner,no_runner,runner/9/no_runner,1,97,82,11,12,2,0,4,26,4,13,2,35,0,0,0.0,0.14634146341463414,0.27835051546391754,0.3170731707317073,0.5954236861956248,0.17073170731707318,0.13402061855670103,0.36082474226804123,0.041237113402061855,0.041237113402061855
DH_primary_or_bridge,True,runner_context,3,game_situation,runner,on_first,runner/9/on_first,1,55,48,1,7,0,0,1,10,2,7,0,19,3,0,0.0,0.14583333333333334,0.2545454545454545,0.20833333333333334,0.4628787878787879,0.0625,0.12727272727272726,0.34545454545454546,0.01818181818181818,0.03636363636363636
